,p1,p10,p100,p101,p102,p103,p105,p106,p107,p109,p11,p110,p111,p112,p113,p114,p115,p116,p117,p118,p12,p121,p122,p123,p125,p126,p127,p128,p129,p13,p130,p131,p132,p133,p134,p15,p18,p2,p20,p21,p24,p25,p28,p3,p30,p31,p33,p34,p36,p37,p38,p4,p40,p41,p42,p43,p45,p47,p48,p5,p50,p51,p53,p54,p55,p56,p58,p59,p6,p63,p64,p65,p66,p67,p68,p69,p70,p72,p76,p78,p79,p80,p83,p85,p86,p87,p89,p9,p90,p92,p93,p94,p95,p96,p97,p98,p99
3574,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3575,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3576,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3577,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3578,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3579,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3580,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3581,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3582,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3583,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3584,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3585,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3586,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3587,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3588,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3589,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3590,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3591,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3592,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3593,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3594,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3595,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3596,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3597,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3598,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3599,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3600,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3601,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3602,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3603,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3604,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3605,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3606,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3607,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3608,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3609,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3610,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3611,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3612,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3613,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3614,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3615,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3616,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
3617,107,105.04,14,48.4,6.75,150.1,32.9,17.25,4,10.55,27.1,0,116.1,144,3.4,40.6,39.9,0.15,0,45,300,0,84.389,2.3,6,382.77,96.87,6,3.5,114.67,2,47.7,20,1.75,5,2.75,1,0,0,0,10,446.63,518.61,0,2.2,12.15,193.4,140,100,200,2.8,341,0,21.25,0,52.929,18,0,0,332.85,53.5,7.8,26.33,35.6,0,0,1.5,0,0,1268.047,579.405,318.45,207.8,137.15,0.675,2,22.7,53,20,11.1,11.7,547.68,0,0,0,0,73.5,412.8,0,23.73,150,646.7,18.5,135,158.16,83.01,2851.05
